講義コード,講義名,講義名（英語）,科目種別コード,科目コード,科目名,分野系列コード,分野系列名,単位数,講義期間コード,講義期間,履修年度,開講所属コード,開講所属
24532662,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532663,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532664,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532665,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532666,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532667,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532668,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532669,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532670,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532671,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532672,専門英語（生物生産環境工学分野）,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532673,専門英語（生物生産システム工学分野）,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532674,ドイツ語ⅡA,GermanⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532675,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532676,フランス語ⅡA,French ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532677,フランス語ⅡB,French ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532678,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532679,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532680,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532681,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532682,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532683,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532684,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532685,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532686,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532687,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532688,スペイン語ⅡA,Spanish ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532689,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532690,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2024,001,基幹教育科目
24532691,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2024,001,基幹教育科目
24532702,Modern History of Japan I,Modern History of Japan I,,,,015720,オープン科目,2,20,後期,2024,001,基幹教育科目
24532703,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24532704,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24532705,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24532706,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24532715,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24532716,電磁気学概論,Introduction to Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532717,電磁気学概論,Introduction to Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532718,熱力学概論,Introduction to Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532719,熱力学概論,Introduction to Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532720,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532721,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532722,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532723,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532724,基礎化学結合論Ⅰ,Elementary Chemical Bonding Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532725,基礎化学結合論Ⅱ,Elementary Chemical Bonding Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532726,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532727,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532741,チーム医療演習,Multidisciplinary care practice,,,,015800,高年次基幹教育科目,1,23,秋学期,2024,001,基幹教育科目
24532742,薬害,Medical drug-induced disasters,,,,015800,高年次基幹教育科目,1,23,秋学期,2024,001,基幹教育科目
24532743,臨床倫理,Clinical Ethics,,,,015800,高年次基幹教育科目,1,24,冬学期,2024,001,基幹教育科目
24532744,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532745,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532746,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532747,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532748,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532749,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532750,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532751,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532752,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532753,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532754,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532755,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532756,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532757,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532758,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532759,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532760,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532761,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532762,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532763,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532764,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532765,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532766,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532767,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532768,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24532769,学術英語・スキルベース,Academic English: Skill-Based,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24532770,専門英語,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532771,ドイツ語ⅡA,GermanⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532772,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532773,フランス語ⅡA,French ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532774,フランス語ⅡB,French ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532775,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532776,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532777,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532778,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532779,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532780,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532781,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532782,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532783,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532784,スペイン語ⅡA,Spanish ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532785,スペイン語ⅡA,Spanish ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532786,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24532815,入門微分積分Ⅰ,Introduction to Calculus Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532816,入門微分積分Ⅰ,Introduction to Calculus Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24532817,入門微分積分Ⅱ,Introduction to Calculus Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532818,入門微分積分Ⅱ,Introduction to Calculus Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24532819,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24532820,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24532821,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24532822,基礎化学熱力学Ⅰ,Elementary Chemical thermodynamics Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
